,review_date,title,score,pos,cons,reviewer,review_country,stay_date
1405,18 December 2018,Two nights in this hotel,9.2,Nice view from the room.,Breakfast buffet was not so varied and very expensive even for 5 star hotels. In the bathroom there was no bidet and the shower sprayed in all directions. The water from the shower could not be adjusted.,Flavius,Romania,December 2018
1406,18 December 2018,Satisfying stay,6.7,"I like the hotel night city view scenery, it’s beautiful. The Housekeeping attendant did a very good job as she knows it was our Anniversary she not only to tidy the rooms she goes to the extra mile taking the effort to use the towel created different animal designs for the 4 days. We order in room dining the lady who served us the orders are nice. She even took her initiative to place a small cake wishing us happy anniversary in the room. We were surprised to see their effort and arrangements in the room when we returned to the room although all this services we did not request to be arrange.","It was an anniversary however there isn’t any complimentary decorations, I don’t mind to pay for the set up in the room, unfortunately the package rates does not worth and it’s very limited. The cheapest to the most expensive rate are just only differences by having balloons or not.",Happy,Singapore,December 2018
1407,18 December 2018,Out of this world,9.2,All staff were so friendly and helpful apart from door staff at spago. The room and views were out of this world and the best breakfast buffet ever.,Spago staff,AuntieDee,Australia,December 2018
1408,18 December 2018,It was a central location for Singapore’s famous attractions...,9.6,"It was a central location for Singapore’s famous attractions (Gardens by the Bay, waterfront Promenade, etc.). The service was excellent and we were helped in a timely manner. Our room was very clean and had a beautiful view.","In public swimming pools, I notice they often require patrons to shower before entering but the infinity pool did not. Despite that, the pool area was kept very clean.",Joanne,Canada,December 2018
1409,18 December 2018,The hotel was fantastic.,10.0,"The hotel was fantastic. The pool amazing. We celebrated our Wedding Anniversary at CE'ST LA VIE restaurant the food was fantastic. 
Thank you for making our stay great.
Caroline Australia",,Anonymous,Australia,December 2018
1410,18 December 2018,Best hotel we have been by far!,10.0,"Best hotel we have been by far! Staff is really friendly, the location couldn’t be better and the roof top pool is just breathtaking! All together a great experience!",Nothing,CruiseDiaries,Switzerland,December 2018
1411,18 December 2018,Amazing hotel ruined by hordes of instagramers,8.8,"- Incredibly large room (larger than most flats I've lived in)
- Best views in Singapore
- Easy access to The Shoppes mall (great if luxury brands is your cup of tea)
- Hyper-hyped infinity pool and the views from it","- Even though only guests can access the infinity pool area, it is stupidly crowded with people obsessed about taking pictures for Instagram and I found it very off-putting
- Very overpriced",monchote,Spain,December 2018
1412,18 December 2018,Once in a life time experience,8.3,"Infinity pool; the views from the rooms, either garden view or city view.","Small things: USB connection not stable, TV a bit old, WiFi a bit slow and unstable...",LJ Mou,Australia,December 2018
1413,17 December 2018,The staffs are always courteous and ready to help.,5.8,The staffs are always courteous and ready to help. The restaurants serves good food. The infinity pool is one of a kind. The Garden by the Bay is superb.,"Check in takes too long. New employee at the counter needs more training, overcharged my card. The lifts are always crowded.",William,Philippines,November 2018
1414,17 December 2018,Overpriced and overcrowded,5.8,The room was beautiful with an amazing view,"Not worth the money. Four seasons and Fullerton both much nicer, and cheaper. WiFi was poor. Swimming pool way overcrowded. Room was nice and spacious but nothing special, except the view",elwin robinson,United Kingdom,December 2018
1415,17 December 2018,The customer service was excellent.,9.6,"The customer service was excellent. Most of the staff there were very accommodating and helpful. They went out of their way to help the guests. Even finding a taxi was easy because the staff assisted us. The entire place is baby friendly even at the restos. I requested for a baby cot before checking in and once we arrived our room, baby tub and toiletries were also provided! We appreciate the comfort and ease the hotel provided",nothing. we were very happy,Maria,Philippines,December 2018
1416,17 December 2018,A great hotel closed to modern touristy bits of Singapore...,9.2,A great hotel closed to modern touristy bits of Singapore (garden by the way/marina),The Pool decking area is looking dated (though understandable given the amount of traffic/use).,Samantha,Hong Kong,December 2018
1417,16 December 2018,Once in a lifetime experience,9.2,"Pillows were so comfortable, and pool was the most amazing experience.","Check in and check out was very slow, not enough staff for the amount of time it takes and the number of people waiting - especially for the price you pay!",Jasmine,United Kingdom,December 2018
1418,16 December 2018,Everything is old now.,4.6,,"Everything is old now. Very old TV with a very dirty and greasy remote control which didn't work properly. Very small bed, not king size at all. We were asked to leave the swimming pool on account of rain, but then many people were allowed later to swim in the pool! Horrible service!!",Sharib,Singapore,December 2018
1419,16 December 2018,Celebrating our 10th year wedding anniversary at Marina Bay...,10.0,"Celebrating our 10th year wedding anniversary at Marina Bay Sands - Great experienced! 😊❤
Infinity Pool - Spectacular view 😍❤
View from our room is Garden by the bay 😍❤
Rise Buffet Restaurant - dinner - scrumptious food and lovely staff 😋❤",,Irene,New Zealand,November 2018
1420,15 December 2018,The pool & view is amazing - staff friendly & above...,10.0,The pool & view is amazing - staff friendly & above shopping centre with the sky garden as your back yard. Recommend sky view room,Only thing was the shower sprayed in all direction (needs replacing) for ladies who don’t like to wet your hair everyday - I got a shower cap then it was taken by cleaners & not replaced. Nothing too serious just inconvenient having get another cap.,Rochelle,Australia,December 2018
1421,15 December 2018,TOURIST TRAP!!!!!,6.7,The View is really good and it is really close and convenient to the Bayshore MRT. The gym on the 55th floor is really spectacular and all the equipment work well and are kept in good condition.  The free water and apples are a nice touch.,We had a few days lay over in Singapore and decided to treat ourselves to the famous Marina Bay Sands.  Well let me start by saying that this hotel is a total Tourist Trap.  It is not worth the top dollar price you pay per night unless you want bragging rights.  The lobby is jam packed full of tourists taking photo's of every little corner of the hotel and if you want breakfast at one of the restaurants on the 57th floor be prepared to stand in a very long Q and wait.  The rooms are nice and big but I personally do not think it is worth the hefty price tag.  The minibar is jam packed full of product so there is no space for you to store the free water they give you in the room to keep it cold.  I think in a few years time this hotel will start to look drab and worn as the volume of tourists coming through their doors are substantial. Be prepared to have the infinity pool crowded most of the day. I would personally book into a hotel opposite the Marina Bay Sands and enjoy the light show every night instead of staying in the hotel itself.,Kevin,South Africa,December 2018
1422,15 December 2018,Memorable and relaxing time. Especially impressed with the ambience of the Gardens by the Bay.,9.6,Very impressed with the staff when checking in.,Too crowded in the infinity pool.  Smoking in the bar area   could also smell smoking  in the corridor outside rooms where guests smoked.,Catherine,United Kingdom,December 2018
1423,14 December 2018,"Nice hotel  , can to be more better",6.7,We like the pool and top roof,"No break fast in morning , and for the price and same price hotel in bali or macao offer more good prestations .  But its ok",Nyoman,Indonesia,December 2018
1424,14 December 2018,"Amazing visit, great location & views.",10.0,"Amazing visit, great location & views. Staff are lovely and room was extremely clean and comfortable. Room service & food on the roof top was very enjoyable, will defiantly stay again.",Nothing,Emily,United Kingdom,November 2018
1425,14 December 2018,All are nice and clean,9.6,All are nice and clean,It was booking for 3 person but when i reached i have to make new booking for more price pls make sure clear way ur booking display,Gayan Danushka,United Arab Emirates,December 2018
1426,14 December 2018,"Great location, awesome swimming pool,worth trying again.",9.6,"Great location, awesome swimming pool,worth trying again. Beautiful view from balcony. Very big room space, enough space on the balcony. You should enjoy the botany garden at night.","The light above the desk was likely to drop off one day in the future. Check in/out time, the elevator was always packed.  Overall,it was a remarkable experience.",Big_Boss,Australia,November 2018
1427,14 December 2018,Inifnity pool is amazing.,9.6,Infinity Pool is definitively unique lifetime experience. Location is great and Marina Shoppes offers good shopping experience.,Nothing particular. Maybe too much crowd even in this time of the year.,Anonymous,Serbia,December 2018
1428,14 December 2018,"We are very happy with our stay at Marina Bay Sands, location is convenient, lots of restaurant near",9.6,"The staff at the hotel were attentive and friendly. 
They noticed that I’m pregnant and they let me check in at the VIP room to avoid the long que at the concierge.",I think the interior of the room could be nicer for the money that we paid.,Nicole,Malaysia,December 2018
1429,13 December 2018,Location and the architecture of the building.,9.6,Location and the architecture of the building. Picturesque from every angle,Hotel lobby and the walkway between buildings are very busy. We got a late check out and we went to still enjoy a bit the view from the Skyview deck. Our cards was not valid and the stuff there was not flexible or was doing anything to help us. We traveled with a 1 year old baby. But these are minor things,Balázs,Hungary,December 2018
1430,13 December 2018,"Location perfect, view from premium room of Gardens by the...",9.6,"Location perfect, view from premium room of Gardens by the Bay was stunning",It cost nearly $400/night which is much more than I usually spend on a hotel room but it was a fantastic room in a great hotel,Nancy,USA,November 2018
1431,11 December 2018,"We loved the pool, we spend most of the time there!",8.8,"We loved the pool, we spend most of the time there! Service is great! My girlfriend loved all the drinks and of course the thousands of selfies in the pool area which made my hand tired but at least she is happy with a thousand of selfies that she took it!","Multiple pool cleaning during the day! We didn’t like that they stop a lot to cleaning the pool and we have to get out of the pool! The hair dryer in our bedroom didn’t work at all, what it was a big deal for my girlfriend, she got very frustrated and upset and of course in a bad mood, what ruined my night. Please make the hair dryer works so you don’t make others couples ruined their nights",Troy,USA,December 2018
1432,11 December 2018,Hotel heaven,10.0,"If you’re unsure as to whether or not you should splurge on this hotel for a night - I would say go for it!
My husband and I were lucky enough to be upgraded at the front desk as we were on our honeymoon and our room had the best views of any hotel room I’ve ever stayed in. The staff were all extremely friendly and courteous - from the front desk to security to the pool assistants/waiters. 
The pool is just as incredible as you imagine and we didn’t find it too busy when we headed up there in the afternoon! We got plenty of good photos and had lots of time to enjoy ourselves and the scenery without too many people trying to get that perfect picture!
Our check out time was extended and we just didn’t want to leave - it’s a remarkable hotel and it’s worth every penny in my opinion!
Thanks Marina Bay Sands for making our stay with you so memorable.",N/a,Alecia,United Kingdom,December 2018
1433,11 December 2018,Property is excellent with very professional and helpful...,9.2,Property is excellent with very professional and helpful staff . They really do make you feel at home and welcome. Room was incredibly appointed and very clean. The view was a memory maker.,Expensive food and required reservations well ahead of our one night stay...did not know that before we arrived.,Bruce,Canada,December 2018
1434,10 December 2018,"We visited as a birthday celebration, we got an instant...",10.0,"We visited as a birthday celebration, we got an instant upgrade to a fabulous suite and given birthday cake also, felt very special and pampered.","Unfortunately, beveridges and food were inflated prices due to the standard of the hotel",Bell,Australia,December 2018
1435,9 December 2018,Definitely worth experiencing once,9.2,"astonishing roof-top pool with a spectacular view, great bathroom with a variety of toiletries, metro proximity, free observation deck access, amazing staff and lobby","significantly lower quality extra bed, necessity to use three elevators to get to the pool area, too many selfie sticks and people wearing regular clothes like sweatpants and hoodies in the pool",Zuzanna,Poland,November 2018
1436,9 December 2018,That experience left a bad taste !,7.1,The hotel was lovely room was great ! Location was good .,"The waitresses in the bar on 57 floor . They had 2 tables with a reserve sign on them . After 20 minutes of standing we sat down at this point we hadn’t seen the reserved sign . 
So we had 2 waitresses walk past look at us then look at the sign at that point we realised . 
They then went and spoke amongst each other (3) waitresses . One came over to us and said the guests had arrived could we please vacate the table . We moved as we thought that the guest had arrived and it seemed correct . 
We then stood by the railings for 20 minutes and watched in amazement that nobody had actually sat down at all !! 
We had booked a room for 1 night at the Carlton hotel , which was on a no cancellation & stayed with yourselves because we visited the 57 floor with a tour booked through our cruise company. So we lost £240 to be treated like 2nd rate customer.",Anonymous,United Kingdom,December 2018
1437,9 December 2018,The location is extremely good!,8.8,"The location is extremely good! All the major spots are easily accessible, even by foot, if you’re ok walking in humid heat. The rooftop is the absolute top location! Incredible view and chilling vibes. Of course the infinity pool is THE highlight. Staff is really friendly and very very helpful, even in out of the ordinary issues!!!!","The interior of the rooms are only good standard, nothing extraordinary. Might be attributable to the fact that our room was on the 6th floor. But the higher the level the more expensive the rooms get. But then again, you just sleep there. I have been to fancier hotels, but this one is a good mixture, but pricey.",Kirsten,Germany,December 2018
1438,9 December 2018,Central to the city,9.6,"Lovely spacious room, en-suite facilities and a comfortable bed. Air conditioning was essential, but noisy to have on through the night.Marina Bay Sands is within a complex of shops, a railway metro station, casino and art & science museum, but best of all it had access to the Gardens in the Bay. We could watch the beautiful light show in the gardens during the evening, from our balcony. 
Prompt service with our luggage on arrival from the metro and efficient check in.","Room service knocked to clean our room at 8.20 on our final day even though we had the room until 11.00am.
Also fresh milk for tea would have been nice, rather than dried coffee mate sachets. Although we were offered liquid creamers when we asked. Tea and coffee were not replenished on the second day, but were given extra when asked.",Roberta,United Kingdom,December 2018
1439,9 December 2018,The staff were great (with the exception of the baggage...,9.5,"The staff were great (with the exception of the baggage / taxi staff at tower three
The hotel was spotless","1> In a three day stay we never had a fresh croissant or pastry - you badly need a fresh supplier.
2> The baggage staff at tower 3 know who the crooked taxi's are but still bundle you into someone who is going to rip off your customers . The staff selected a taxi and the guy tried to charge us $55 at the airport. Someone is on a kickback.
3> If you make a club room booking you should be informed in advance that there is a special arrivals desk",Brian,Australia,November 2018
1440,8 December 2018,Simply one of the best hotels on the planet.,8.8,One of the best hotels in the world as far as sights and sounds. The location is unbeatable. The views are breathtaking. The room was fantastic and surprisingly large. The floor to ceiling windows with views of the marina and city is a once in a lifetime experience. The infinity pool and skydeck are a wonder to behold. Shout out to our maid service. She was fantastic. Anytime you need anything they were there in less than 10 minutes. The room was immaculate every day.,"The hotel is pricey. That's understandable due to its location, reputation, and it is Singapore you know. You do do get what you pay for and it is worth it. Definitely a once in a lifetime experience!",Anonymous,USA,November 2018
1441,8 December 2018,Marina Bay Sands has been a dream of mine for some time now...,10.0,"Marina Bay Sands has been a dream of mine for some time now so finally checking in was surreal for me. I loved the size of the king deluxe room, it was probably the most roomy hotel room I’ve stayed in. The shoppes are incredible with endless brands and non stop food. Every discovery made the experience better and of course the sky deck pool was unforgettable.",N/A,Justin,USA,December 2018
1442,8 December 2018,"If you have a 'bucket list', add this hotel?",8.8,"Lovely views, great light show,  excellent daily room clean. If you are visiting to make memories, this is the place, amazing photo opportunities to make friends jealous.",The sauna was out if action and the reception team didn't overly understand our needs.  It took a while to aclimatise with the area. There could be more information for tourists such as tours etc.,David Abroad,United Kingdom,December 2018
1443,8 December 2018,nice experience,8.3,Great experience and location. Close ot everything. View to the gardens was futuristic and amazing. And of course the pool at the top is the main attraction.,"The room was nice but some doors at the cabinet had a ""used"" feeling as some wooden parts were parting off. Bathroom was big and ok. Breakfast for the costs paid for the room needs to be included.",Dimitri,Australia,December 2018
1444,8 December 2018,excellent would stay again if we ever came  back to singapore,9.6,"All but one of our expectations were met at the hotel. We recommend coming back to anyone. the location, our room and the staff in particular Jaime in the club55 room were excellent. Or room was amazing and will request it again if we return.","Our only criticism was the amount of time it took us to book in at Clubb 55 room at the checkin. There were only two staff on, it wasn't overly busy and we waited around 25min to check in and there were only a couple of people in front of us.",Neville,Australia,December 2018
1445,8 December 2018,Overall it was nice and a good experience.,10.0,Great location...excellent room facilities...great view of the city around. Xellent pool. Very nice service and a good and very polite staff,Lack of other facilities in toilet for indians guest or other who always wash their ass with water instead of using toilet paper.,Shalendre,Mauritius,December 2018
1446,8 December 2018,To try it at once is very nice but there are much nicer and better hotels in the city,7.1,I can highlight only as positive the location of the place and the interesting building.,"1. It is a huge mess, like in an Indian railway station. It is so crazy and the ground floor.
2. The conditions at reservation were different than the actual place and to get what I booked I had to pay more.
3. It is quite complicated moving between towers,
4. Breakfast is poor even in the Club 55 place. Similar to a 3- or max 4-star hotel service.
5. Check-in and -out was quite slow. There is always a queue everywhere.
6. The top floor pool looks much nicer on pictures than in the reality.
7. Massage services are very expensive in the SPA comparing to many other (even more professional) places.",Péter,Hungary,December 2018
1447,7 December 2018,"Amazing, worth every penny.",10.0,"Amazing, worth every penny. Fabulous Hotel enjoyed my time here. Got to check in early due to room being available and had the bonus of a late check out. Stayed in the premium King Room Harbour View room and was impressed straight away. The infinity pool and view is breathtaking and can relax all day till late night enjoying a selection of food and beverages.  The gym and spa area is good also. Will definitely be staying again.",Nothing I didn’t like about the property,Marv,United Kingdom,December 2018
1448,7 December 2018,staying in this hotel is an expericene of it's own - a...,10.0,"staying in this hotel is an expericene of it's own - a true fairytale. Not to be missed if you plan a real Singapore experience!
Sure it's not cheap but book for a night or two (make sure to take a room in the upper section, usually just 20 EUR more experience than the standard room)  - and enjoy all facilities that are available for hotel guests !!!!!",it was just perfect!,Maciej,Poland,December 2018
1449,7 December 2018,Perfect in every way,9.6,Enjoyed the whole experience including yoga on the observation deck at 7am wonderful sunrise😄 Light show in the gardens by the bay were spectacular too,Nothing!,Mary,United Kingdom,December 2018
1450,6 December 2018,"It was lovely, I will definitely return to this hotel many times, it's not only a place to sleep.",10.0,"When you like everything about your experience, it's hard to describe particular emotions about each t hing. It was just a miracle, and totally above the expectations, and we travel a lot and saw a lot in the past.","The only thing that I could mention here is that furniture is a bit old, not by quality, but by design and overall experience. In case furniture would be exchanged to something modern - this hotel will be my stable #1 in a personal love-list of huge 5* hotels.",Anton,Russia,December 2018
1451,6 December 2018,Wow!!,10.0,"Wow!! Everything. The staff, room, restaurants, shopping. . . everything was amazing. The only problem we had was that we had to depart. Wish we could have stayed longer.",Everything was incredible. Nothing noted to dislike.,Mark,USA,December 2018
1452,6 December 2018,Modern luxurious and upmarket with club lounge option.,9.2,Beautiful bed and balcony with amazing view. All the amenities were modern and clean and easy to use.,"Checked in under club lounge but was not told there was a separate check in area until we checked out.
I expected my bags would be sorted for the lounge when I checked out however I had to go to concierge and wait in line for 30 minutes. We were also told we had free wifi however apparently there were different rates. I guess I thought as a club lounge there would The fastest free wifi included in the price. I did appreciate this charge was taken off however I don’t think it should have been included at all.",Nigel,Australia,December 2018
1453,6 December 2018,"Amazing view, excellent bed, and the tv was offering...",9.6,"Amazing view, excellent bed, and the tv was offering football channels which require premium subscription.","The hotel is always crowded, especially around the lobby and the pool areas. But that's expected I guess, considering its size.",Constantinos,Singapore,December 2018
1454,5 December 2018,Perfetct stay for special occasions but max 1 night due to the high price.,9.6,"Room was amazing. We got an upgrade because we were on our honeymoon. 
Everything perfect at this Hotel.",I still believe that the price is too expensive for the day. And it is not included breakfast.,Aline,Brazil,November 2018
1455,4 December 2018,"The room was outstanding, great location with a fantastic...",10.0,"The room was outstanding, great location with a fantastic swimming pool on the 57 floor, sensation views.
Did not require any car rental or taxi from this hotel, the location was perfect lots of restaurants and bars with lots of other attractions near by.",,Deborah,United Kingdom,November 2018
1456,4 December 2018,"Good place, a bit overpriced",8.3,"Awesome pool, great restaurants, very friendly staff! Good gym.","Check in and check out take way too long!
Felt too much like Las Vegas. (Vegas perfume-like smell in room and hallway).
Rooms could use better coffee, maybe some free fruit. Breakfast buffet was just OK.",Erik 123,USA,December 2018
1457,4 December 2018,Water of the swimming-pool too cold!!!!,6.3,The rest was good except the toilets underdimensioned for European people...,"The temperature of the water in the swimming pool is not warm enough and the one of the jaccuzzi are too warm, it's burning...",Maxime,France,December 2018
1458,3 December 2018,"The swimming pool is amazing, unlike anything I've ever...",9.6,"The swimming pool is amazing, unlike anything I've ever seen before. Lots of restaurants to choose from. Very friendly and helpful staff. Brilliant cocktails served on the top bar and by the pool, and prices were less than expected.",This is a fantastic hotel but at almost £400 a night... it is out of most people's price ranges. We stayed for only a night but the experience was worth it. If only we could stay for longer!!,Anna,United Kingdom,November 2018
1459,3 December 2018,"Comfortable bed, friendly staff.",7.5,"Comfortable bed, friendly staff.","No bathtub, the wardrobe does not come with soft-close hinges, toilet does not come with slow-close toilet cover/seat.",Zacque,Singapore,December 2018
1460,3 December 2018,Location ofthe hotel and the pool is amazing.,9.6,"Location ofthe hotel and the pool is amazing.
The front desk(Andrea) is very nice and great to talk with.","Basic need like lotion, shampoo and soap are not enough for the occupants.
It has no bidet.",Roel Dela Vega,Philippines,December 2018
1461,2 December 2018,Fabulous experience,9.5,"The pool was amazing which was why we choice this hotel it certainly delivered .
It was our wedding anniversary and the hotel deleived a cake lovely thought.",After checking out at 11  o’clock and not flying home untill 7:00 a shower and some where too change would have been nice as the weather was hot,Elizabeth,United Kingdom,November 2018
1462,2 December 2018,Amazing view location and staff.,9.2,"Loved the upgrade to higher room great view, staff were amazing very attentive happy to answer any queries","Was not aware of $400 retainer taken in checking in, this was not on the booking site. Shower not the best sprayed everywhere.",Barbara,Australia,December 2018
1463,1 December 2018,Listened and responded well to any facility issues.,7.5,Listened and responded well to any facility issues.,Some facilities had issues and was not working. We had to move rooms because of which we lost enjoyable time at the venue and we didn’t have a long stay.,Chandra,New Zealand,November 2018
1464,1 December 2018,A must do once - fantastic view but won't spend the money to do it again,8.3,The location and the roof top pool and that view is amazing. Absolutely stunning. Definitely a bucket list place. Staff were very friendly.,"The hotel is just too big it lacks an atmosphere and you just don't get the feel of a welcoming hotel.
The pool was far too busy and a lot of people shrieking, it is quite a pretentious place, don't expect to be able to relax by the pool.
The rooms are nice but nothing special considering the price, you are just paying for the roof top pool and the view.
Overall Singapore is incredibly expensive.",Gemma,United Kingdom,November 2018
1465,1 December 2018,"Great cocktails, beautiful pool with a view but ultimately overpriced.",7.5,"Considering the price, I have had better service and facilities. I very much felt like one of large crowd when being served at the hotel.",I actually thought this hotel was her overpriced and overrated.,Louise,United Kingdom,November 2018
1466,30 November 2018,Nice big light rooms.,6.3,Nice big light rooms.,"Very impersonal, very crowded noisy lobby floor, no seating area in lobby to meet people, full of tour parties wandering about with guides. Not a comfortable or relaxing stay, there are many better hotels in Singapore.",Richard,United Kingdom,November 2018
1467,30 November 2018,Free upgraded room due to birthday celebration which we...,10.0,Free upgraded room due to birthday celebration which we didn't request. The view was incredible over gardens by the bay. Extremely helpful staff who couldn't do enough for each guest. Perfect stay.,Nothing,L,United Kingdom,November 2018
1468,29 November 2018,"Pretty much everything, from the service, staff, facilities...",10.0,"Pretty much everything, from the service, staff, facilities and the entire experience. Simply brilliant.",There's been nothing that we did not like.,Marcin,Switzerland,November 2018
1469,29 November 2018,"Awesome facilities, great location.",9.6,The architecture doesn't disappoint. The pool is great and the view breathtaking.,"The breakfast is good but way too expensive.
It's very crowded. Imagine a Hotel with 2500 rooms operating at 98%.",Anonymous,Switzerland,November 2018
1470,28 November 2018,an amazing hotel,10.0,"Club room very nice view , big , clean ,confortable , tv station in English enough many . I reccommend Club Lounge between 14-16 time have some sandvish fruits and alot of sweets plus many alchool and non alchool drinks , between 17-19 snaks-fruits-sweets with all drinks , breakfast very good . Easy check out . Chekin to club longe easy to normal room may wait something . Club room have water daily cofee  and tea included . Pool nice  . Hotel combined with Singapore style offer a high level services .","too crowded ,  but cannot deacrease something to hotel 
is a very big hotel and the best is to take a club lounge room because breakfast in regular restaurent sometimes difficult to find free table and must wait",Barbulescu,Romania,November 2018
1471,28 November 2018,Awesome !!,10.0,"- Comfy bed and room
- Staff were very helpfull and attentive . 
- Ordered a few inroom dining and they were all very tasty.
- easy check in and check out process
- gym and pool is awesome ofcourse with awesome views",,Nathalia,Australia,November 2018
1472,27 November 2018,Bed was a bit hard but on request they made some little...,5.8,Bed was a bit hard but on request they made some little improvements,"The hotel is a factory and customers are numbers. The check in process is extremely and to request an earlier check in is not possible. Instead they try to upsell a more expensive room. Overall for a +600 USD room per night I would expect a better service. 
The pool upstairs is of course impressive and a great experience. I was there a few years back as well and you can see that they should start to do some renovation if you ask this kind of prices.",Paul,Hong Kong,November 2018
1473,27 November 2018,Famous for a reason,9.2,"As you all know... the main reason to come to this place is the amazing skypark and infinity pool! A stunning view combined with a nice lil swim! The water was a bit cold ... but hey... let’s have a drink and you won’t even know :) 
Rooms are very clean and you have everything you need and want! 
We had a room towards marina gardens by the bay...had the most beautiful view including the Lightshow at night and a little balcony to step out! 
Staff is super friendly and helpful!","Showerhead wasn’t working properly and the water was kind of squirting everywhere.
Everything is kinda pricey.... drinks for 22-26 $ but that is Singapore standard I guess!",Anna-lena,Germany,November 2018
1474,26 November 2018,A fantastic memorable holiday with tremendous views from the pool area.,9.2,Infinity Pool at Level 57 OUT OF THIS WORLD !!!,Cost of a beer  - Unbelievably high !!!  No milk in mini bar for a cup of tea. Was told they could send a cup of milk up for $4. Not good for a hotel of this standard. You would probably get complimentary milk in a 2 star hotel. Marina Bay Sands lift your game !!!!,Brian,Australia,November 2018
1475,25 November 2018,The garden view from the room was very pretty,3.8,The garden view from the room was very pretty,No maintenance at all.  Ceilings were cracking.  Walls were cracked.  The pool felt dirty. My sister’s bed had dirt on it.  Totally not value for money at all!,Anonymous,Hong Kong,November 2018
1476,25 November 2018,"The view is the main selling point, the infinity pool is...",9.6,"The view is the main selling point, the infinity pool is very cool. Breakfast was very good. The beds are comfy and facilities all very good. Express checkout much appreciated.",The pool was very busy and the water in the pool is quite cold. It's a special experience but it doesn't feel very exclusive because the hotel is so busy.,Hannah,Switzerland,November 2018
1477,25 November 2018,"Hotel was amazing, the infinity pool is breathtaking, the...",9.6,"Hotel was amazing, the infinity pool is breathtaking, the views from the hotel are surreal, service is top level and the facilities are all top of the range.",Expensive,Anonymous,United Kingdom,November 2018
1478,25 November 2018,"Incredible facilities, walking distance to many tourist...",10.0,"Incredible facilities, walking distance to many tourist attractions, hotel staff gave us an early check in and late check out. The best thing was being able to take a shower after check out in their fitness club, which is extremely handy when you have an evening flight especially with the climate in Singapore.",Nothing. Worth every penny.,Jenny,New Zealand,November 2018
1479,25 November 2018,"I had some difficulties during checking-in, but they were...",8.8,,"I had some difficulties during checking-in, but they were solved and resulted in upgrade so no complaints, just positive memories. In Singapore, where there is a lot of hotels of the same quality, a personal attitude to guests seems to be the most important thing, and here it works.",Maxim,Russia,November 2018
1480,24 November 2018,Perfect as always,10.0,"Everything! It's my 3rd time here and I will always come back! I have to highlight Mary Jane and Jessica from the reception, they were amazing, very friendly and helpful! Marina Bay is definitely the best in town!",Nothing,BrunoUSA,USA,November 2018
1481,24 November 2018,The room was really comfortable and the view was amazing.,8.3,The room was really comfortable and the view was amazing.,Our check in experience was not good initially. A staff member was rude. However the situation was rectified. The hotel is so big that it has an industrial feel to it. The restaurants on the roof level pay loud music and the ones on the ground floor have a feel of a food court about them.,Teresa,Australia,November 2018
1482,23 November 2018,Im just loving it😍,9.6,"Everything! Beautiful and very posh hotel.
The infinity pool is amazing.It was great experience for me!",We couldn't spent to much time in the hotel.unfortunetly:(,Orsolya,Austria,October 2018
1483,23 November 2018,The service was amazing.,8.8,The service was amazing. From checking in a staff name Monday was very professional.  He represented the hotel very well.,The price was a little to high but everything else was awesome.,Rachel,Guam,November 2018
1484,23 November 2018,The best hotel and room ive ever and probably will ever stay in!!,10.0,"The best hotel ive ever stayed at and got a free upgrade absolutely
brilliant start to finish would highly recommend this hotel and all the facilities where just perfect 
the staff where great too!",Nothing,Jason Pedder,United Kingdom,October 2018
1485,22 November 2018,Luxury that every one should experience at least once in their lifetime.,9.2,The Bedroom and all that went with it. The pool and pool side convenience's. The ease of book in/out. The service and all with a smile.,"The Hotel is massive and therefore, requires a lot of walking.",Michael,United Kingdom,November 2018
1486,22 November 2018,Perfect dream,10.0,"Probably the best hotel in Asia!!!
The concierge help me for a month to organize my proposal and it was a dream for my fiance, I can only recommend this place",,Romain,Switzerland,November 2018
1487,21 November 2018,Great view and birthday suprise,8.8,"We took a room with a street view on the 25th floor, which proved to be a great choice. The view was really amazing. The same applies for the view from the famous rooftop infinity pool. I've heard from different people that the pool is very crowded and it is difficult to take even one picture, but during our stay the pool area was quite pleasant with plenty of room for everyone to enjoy it may be because we visited it during the wet season in November. Staff was very kind and attend to our needs immediately. I had a birthday and when mentioned this to the reception desk, we were given prolonged stay with 2-3 hours, as well as a small birthday cake as a compliment from the hotel.",The price of stay and food inside is still relatively high compared to other hotels with the similar level of service.,Teodora,Bulgaria,November 2018
1488,21 November 2018,An excellent stay and a lovely place to have our honeymoon.,10.0,"The staff were all extremely professional, well presented, helpful and the hotel was spotless. 
We were very impressed with the way were treated by everyone.
The staff in club 55 were always very helpful and welcoming and looked after us very well. In particular Majohn and Rockwell for whom nothing was too much trouble. 
The room attendant was very good, the room was clean and he left his lovely towel arrangements for our delight.",,Geoff,Australia,November 2018
1489,21 November 2018,Awesome stay and must do!,9.6,"The staff is so nice and helpful! Very attentive during the check-in process and any other staff to help answer other questions you may have. The view is great, and the location is the best!",,Amanda,USA,November 2018
1490,20 November 2018,"Great infinity pool views, good atmosphere around the hotel,...",7.5,"Great infinity pool views, good atmosphere around the hotel, super views from the rooms, friendly staff",Pool was cold (due to rain during the day) so if the pool is the reason you’re visiting them be mindful of going in rainy season . Room temperature control wasn’t working properly which meant the room was overly air conditioned and too cold,Nicholas,United Kingdom,November 2018
